id,text,rating,date,source,app,cleaned_text,word_count,language
0f5ced4e-17e9-4567-aca4-3d777ad674f5,"bila nak buat termination, beri macam2 alasan. kene pg sana sini. last2 suruh xperlu bayar bill nnti auto termination. tp sebenarnya tak terminate pn.",1.0,2026-05-08 05:18:47,play_store,MyUnifi,"bila nak buat termination, beri macam2 alasan. kene pg sana sini. last2 suruh xperlu bayar bill nnti auto termination. tp sebenarnya tak terminate pn.",24,id
7de213e8-bdea-4229-86a0-3fcad5a22ab2,setiap kali update kena link balik akaun dengan app. teruk sangat ni. tidak boleh ke lepas update akaun kekal link dengan app.,2.0,2026-05-08 02:34:57,play_store,MyUnifi,setiap kali update kena link balik akaun dengan app. teruk sangat ni. tidak boleh ke lepas update akaun kekal link dengan app.,22,id
0b6bf941-13dd-4b31-886a-12ab37b62343,Ah nice. This app is no longer compatible with your device. Uh huh. Very nice update. Re: Please check your device android version? Then what? It was working fine before your latest update.,1.0,2026-05-08 02:34:08,play_store,MyUnifi,Ah nice. This app is no longer compatible with your device. Uh huh. Very nice update. Re: Please check your device android version? Then what? It was working fine before your latest update.,33,en
fc932374-60a6-40e1-8831-85d2391f5fd7,WORST APP EVER I click tv package just to know the info but suddenly app mention I have been subscribed the TV package without any confirmation before agree. They easily scam people money to subscribe their package. when call CS they said couldn't escalade the package since I unintentionally want that package WORST WORST WORST,1.0,2026-05-08 02:13:51,play_store,MyUnifi,WORST APP EVER I click tv package just to know the info but suddenly app mention I have been subscribed the TV package without any confirmation before agree. They easily scam people money to subscribe their package. when call CS they said couldn't escalade the package since I unintentionally want that package WORST WORST WORST,55,en
08c151f6-468b-4fd7-9faf-658015e01835,"banyak betul update, tapi sama je apps",1.0,2026-05-08 00:25:27,play_store,MyUnifi,"banyak betul update, tapi sama je apps",7,id
3c2a6e64-8dd5-4ec8-bed2-f1f0c7da3373,"tak larat dah setiap bulan update version, bukan ada apa pun.. stop update!!",2.0,2026-05-07 13:43:45,play_store,MyUnifi,"tak larat dah setiap bulan update version, bukan ada apa pun.. stop update!!",13,id
51f5bd59-12b0-4043-9821-8a6d4b9606e6,"latest update, i can't see my unifi bills!!!",1.0,2026-05-07 11:26:40,play_store,MyUnifi,"latest update, i can't see my unifi bills!!",8,ca
7b7cb99f-18f2-4f5a-b0bc-099f58da6dcc,keep removing features and always compulsory updates . last time i was manging many accounts for payment now they remove this feature,1.0,2026-05-07 07:39:48,play_store,MyUnifi,keep removing features and always compulsory updates . last time i was manging many accounts for payment now they remove this feature,22,en
3e114090-57c4-4fab-b8f2-69745bdd61c9,Aku nak sembang dengan orang. Tapi robot yang tak pernah paham tu nak tanya maslah orang,1.0,2026-05-07 06:30:42,play_store,MyUnifi,Aku nak sembang dengan orang. Tapi robot yang tak pernah paham tu nak tanya maslah orang,16,id
6aed7f8a-01ff-45d7-b28d-2971ca05fe7f,"after the new update, cant pay via online bank in..always failed",1.0,2026-05-07 06:15:46,play_store,MyUnifi,"after the new update, cant pay via online bank in..always failed",11,en
620f8277-9355-4a9f-be10-daf9a12ce92e,"Selepas update, "" the account no. you entered does not exist"". No. account ni diambil from previous bill So now, Macam mn saya nak byr bill ni?",4.0,2026-05-07 03:21:06,play_store,MyUnifi,"Selepas update, "" the account no. you entered does not exist"". No. account ni diambil from previous bill So now, Macam mn saya nak byr bill ni?",27,en
0cc0c886-01a7-4ba8-887d-2274679527b6,"Can't switch off notifications. Unifi is an unethical company that try they best to hard sell. e.g. need to go to hq then only can reinstate subscription, spam push notifications on mobile and don't provide settings to switch it off.",1.0,2026-05-06 13:54:54,play_store,MyUnifi,"Can't switch off notifications. Unifi is an unethical company that try they best to hard sell. e.g. need to go to hq then only can reinstate subscription, spam push notifications on mobile and don't provide settings to switch it off.",40,en
9fe9ec1a-58c2-47a0-a181-da194f8023e7,UI/UX interface is bad causing unnecessarily purchase tru the APP which still not resolved.,1.0,2026-05-06 12:21:34,play_store,MyUnifi,UI/UX interface is bad causing unnecessarily purchase tru the APP which still not resolved.,14,en
7fe68066-e0eb-4e91-afa3-f426ded92b8c,"latest version, i cannot find where to pay my bill.",3.0,2026-05-06 11:34:21,play_store,MyUnifi,"latest version, i cannot find where to pay my bill.",10,en
c55e0964-9845-42ad-963f-11da0b644a4a,The most NOT user friendly apps in existance. Consistently log users off when there's update. Would have give a 0 star if it is possible.,1.0,2026-05-06 10:19:04,play_store,MyUnifi,The most NOT user friendly apps in existance. Consistently log users off when there's update. Would have give a 0 star if it is possible.,25,en
1c6e8bd8-bc59-4fee-af76-954e26a4c3df,"Bring the old app back. The new one is not user friendly, log me out, cant link to my bussiness account like the app before my unify. Note to the dev: Dont fix what is not broken.",1.0,2026-05-05 16:25:37,play_store,MyUnifi,"Bring the old app back. The new one is not user friendly, log me out, cant link to my bussiness account like the app before my unify. Note to the dev: Dont fix what is not broken.",37,en
e6cf1f29-20aa-415f-9776-c9e57c7ed744,Lemah.. tiap kali update makin mundur aplikasi ko.. tetap melemah,1.0,2026-05-05 13:45:56,play_store,MyUnifi,Lemah.. tiap kali update makin mundur aplikasi ko.. tetap melemah,10,id
5fb82478-ce2f-4fbb-9672-49ab338a8505,tolong lah tak payah nak update apps ni tiap bulan tapi line makin hari makin teruk. upgrade line unifi ni please,1.0,2026-05-05 12:49:04,play_store,MyUnifi,tolong lah tak payah nak update apps ni tiap bulan tapi line makin hari makin teruk. upgrade line unifi ni please,21,id
d8ebbcae-d165-4e2b-9a08-d387f9f7621c,y i can't see my bil and payment history,1.0,2026-05-05 09:55:02,play_store,MyUnifi,y i can't see my bil and payment history,9,en
6be8e395-8981-4020-9095-36afc26ad64b,"I never encountered such an app that is so user unfriendly. After the update, I have re-entered my profile. After a long day's work, I found no internet at home. I want to send a ticket, but I have to go through so many steps; moreover, the steps, and some of the required information cannot be filled in. Unifi just want to tell me, they are not welcome ticket.",1.0,2026-05-04 16:28:54,play_store,MyUnifi,"I never encountered such an app that is so user unfriendly. After the update, I have re-entered my profile. After a long day's work, I found no internet at home. I want to send a ticket, but I have to go through so many steps; moreover, the steps, and some of the required information cannot be filled in. Unifi just want to tell me, they are not welcome ticket.",69,en
c298e779-8f66-4195-bfd9-b6d0eda36571,I subscribed for 100Mbps. but regularly got only under 1 Mbps. Very problematic.,1.0,2026-05-04 07:03:32,play_store,MyUnifi,I subscribed for 100Mbps. but regularly got only under 1 Mbps. Very problematic.,13,en
1de59b52-6a21-4c23-93b2-0cf60e001452,"app hanged after update, so poor development team.. app always request login..it's app not web",1.0,2026-05-04 01:21:01,play_store,MyUnifi,"app hanged after update, so poor development team.. app always request login..it's app not web",15,en
05be3fb4-8f9e-4c4d-b515-b3988fe13b2d,xleh tgk bill pulakkk.... klau tekan view bill ada bill tuk 6 bulan tp blh tgk harga je bukan bill yg penuh.,1.0,2026-05-03 17:55:20,play_store,MyUnifi,xleh tgk bill pulakk.. klau tekan view bill ada bill tuk 6 bulan tp blh tgk harga je bukan bill yg penuh.,22,id
2e9299bb-3d69-480b-8824-e90bc5826fb8,always updates the app every 1 month. ridiculous. can't you fix it for once??,1.0,2026-05-01 11:50:55,play_store,MyUnifi,always updates the app every 1 month. ridiculous. can't you fix it for once??,14,en
931a6882-a1f8-4830-abd5-bf2cb5c82d13,"Cannot pay via Apps, call hotline no one answer. !!! TM, where are your staff?",1.0,2026-05-01 05:11:02,play_store,MyUnifi,"Cannot pay via Apps, call hotline no one answer. !! TM, where are your staff?",15,en
219b3bdb-5bd4-456b-8d2b-fc2e41b64f9f,I want to change my phone number but still not received the OTP for verification. Garbage service. Unifi is the worst customer and system service overall.,1.0,2026-04-30 15:15:15,play_store,MyUnifi,I want to change my phone number but still not received the OTP for verification. Garbage service. Unifi is the worst customer and system service overall.,26,en
4a27cb06-d2f3-485d-90e8-ae0ffa8c4518,Improved! Hebat la! Moga makin banyak kemajuan ☺️,5.0,2026-04-30 12:51:44,play_store,MyUnifi,Improved! Hebat la! Moga makin banyak kemajuan ☺️,8,id
78237cd6-d802-4a32-ab38-ee5b16cb32f6,"apps yang sekarang lagi menyusahkan, nak cek bill pun tak dapat, minta link akaun, dah connect, tapi bill tak leh semak, sangat tak convenient, banyak ads daripada kegunaan yang sepatutnya.",2.0,2026-04-30 12:33:35,play_store,MyUnifi,"apps yang sekarang lagi menyusahkan, nak cek bill pun tak dapat, minta link akaun, dah connect, tapi bill tak leh semak, sangat tak convenient, banyak ads daripada kegunaan yang sepatutnya.",30,id
48f531ab-6a28-4c63-a663-9de512985cdc,problem to view my billl....complicated,1.0,2026-04-30 01:05:30,play_store,MyUnifi,problem to view my bill..complicated,5,en
13e10e60-f484-43a6-974d-94c5797f8b5d,"Latest update? Rubbish! I thought with better know how, services will get better, instead its getting worse! I tried to pay 4 times! All rejected. I never had any problems before. Service going down the drain. Online 'konon', modern 'konon', 21st century 'konon'. Baik gi byr terus kat unifi counter macam ni. Nanti cas orang tak bayar! Potong line, bantai interest kaw².. padahal salah TM sendiri.",1.0,2026-04-29 09:24:31,play_store,MyUnifi,"Latest update? Rubbish! I thought with better know how, services will get better, instead its getting worse! I tried to pay 4 times! All rejected. I never had any problems before. Service going down the drain. Online 'konon', modern 'konon', 21st century 'konon'. Baik gi byr terus kat unifi counter macam ni. Nanti cas orang tak bayar! Potong line, bantai interest kaw².. padahal salah TM sendiri.",66,en
1d318ac5-9c15-4a32-a925-d2282cb72776,Kenapa tak boleh log in akaun? Dah key ib otp code pun tak boleh. Haish. Saya dah update latest version sama juga tak boleh log in. Sedihhh,1.0,2026-04-29 06:33:54,play_store,MyUnifi,Kenapa tak boleh log in akaun? Dah key ib otp code pun tak boleh. Haish. Saya dah update latest version sama juga tak boleh log in. Sedihh,27,id
8beae02b-9a9f-42cd-ba66-cb6a8fedfe20,"sikit² nak kena update,sikit² nak kena update.. apa benda nie.. lepas tu bila dah update,tak boleh login.. uji kesabaran betul",1.0,2026-04-28 14:14:27,play_store,MyUnifi,"sikit² nak kena update,sikit² nak kena update.. apa benda nie.. lepas tu bila dah update,tak boleh login.. uji kesabaran betul",20,id
4ebc436d-35c5-48a0-a493-593dc58ce6fe,Very troublesome and tiring. Now personal and business account are separated. Automatically log out every time moves between personal and business account. Also automatically log out during mandatory update apps.,1.0,2026-04-28 07:58:55,play_store,MyUnifi,Very troublesome and tiring. Now personal and business account are separated. Automatically log out every time moves between personal and business account. Also automatically log out during mandatory update apps.,30,en
d42f88bb-0ecb-4e3a-ada8-6661a899bbb3,Menyusahkan!!! apps apa ni? mcm mana nak bayar bill pun tak tau..,1.0,2026-04-27 14:50:27,play_store,MyUnifi,Menyusahkan!! apps apa ni? mcm mana nak bayar bill pun tak tau..,12,id
ac5d075e-0c9e-4107-bf38-b4a82aed3c65,sangat sangat problem selepas update tiba tiba log in session expired mende lah,1.0,2026-04-27 05:22:28,play_store,MyUnifi,sangat sangat problem selepas update tiba tiba log in session expired mende lah,13,id
3f887972-211b-4a3c-8ff9-e60d4ae38bbb,bakpe lepas udate tak boleh buka? mengarut la korang ni. baik tak payah buat apps macam ni. asyik masalah je,1.0,2026-04-27 03:53:17,play_store,MyUnifi,bakpe lepas udate tak boleh buka? mengarut la korang ni. baik tak payah buat apps macam ni. asyik masalah je,20,id
560cf57c-aa16-42e3-bd30-d34a3f4a0e10,nak report mcm babi susah,1.0,2026-04-27 02:45:50,play_store,MyUnifi,nak report mcm babi susah,5,id
f8570967-d21f-4470-8a8e-12979e6967bf,Every single time you updated the apps users have to register fresh. This is FREAKING USELESS.,1.0,2026-04-26 10:26:27,play_store,MyUnifi,Every single time you updated the apps users have to register fresh. This is FREAKING USELESS.,16,en
62882e8b-e21f-418c-84e3-14e4a16a803c,suddennly problematic on online pay,1.0,2026-04-25 14:09:57,play_store,MyUnifi,suddennly problematic on online pay,5,en
b04fca21-94b5-4f89-82a0-089c11bc9b33,"always and always forced update, yet the updated version turns our much worst!",1.0,2026-04-25 13:12:27,play_store,MyUnifi,"always and always forced update, yet the updated version turns our much worst!",13,en
3c9b7076-0484-4361-aa9d-283c719d3bfa,"worst customer service experience, confusing with a lot of UNRELATED OPTION and did not help, EVERYTHING TO CHATBOT OR FIX THAT IS WORST THAN THE APP...lastly call 100 for more than 10 times to speak to customer service.",1.0,2026-04-25 03:24:52,play_store,MyUnifi,"worst customer service experience, confusing with a lot of UNRELATED OPTION and did not help, EVERYTHING TO CHATBOT OR FIX THAT IS WORST THAN THE APP..lastly call 100 for more than 10 times to speak to customer service.",38,en
9770d9ef-01ee-4fa5-a239-a43656de23be,unable to link business account since the apps updated,1.0,2026-04-24 14:06:24,play_store,MyUnifi,unable to link business account since the apps updated,9,en
857c6ea1-3e87-423e-88c6-0b336887f45a,Last time I use my personal account help the company check and pay unifi bill. Why now personal account unable to link with business account???,1.0,2026-04-24 03:04:55,play_store,MyUnifi,Last time I use my personal account help the company check and pay unifi bill. Why now personal account unable to link with business account??,25,en
b6c6f622-08c6-44ae-ae40-d1aae3eab0c9,Terlalu nak upgred app sampai ac yg lama ssh nak tgk bill,2.0,2026-04-23 15:45:07,play_store,MyUnifi,Terlalu nak upgred app sampai ac yg lama ssh nak tgk bill,12,id
5500d724-629c-47f9-b548-97cd18946342,"Balik² update. dah update lepas login balik, xdpt masuk dah",1.0,2026-04-23 06:41:35,play_store,MyUnifi,"Balik² update. dah update lepas login balik, xdpt masuk dah",10,id
f56bf7cc-24d8-4edd-b624-39d80c6c8cab,self defeating app. more interested in collection of data then to allow for payments to be done. logged out every time an update comes. better have this as a web based.,1.0,2026-04-22 20:05:46,play_store,MyUnifi,self defeating app. more interested in collection of data then to allow for payments to be done. logged out every time an update comes. better have this as a web based.,31,en
28189090-f3e4-4fc9-9c47-60803efd792e,pembayaran terkini dan bil terbaru lambat update...,1.0,2026-04-22 14:21:12,play_store,MyUnifi,pembayaran terkini dan bil terbaru lambat update..,7,id
997d705a-7632-40bb-9df0-3b25327bf158,Can't install myunifi! Try again! FIX IT!,1.0,2026-04-22 11:35:09,play_store,MyUnifi,Can't install myunifi! Try again! FIX IT!,7,en
18aa3303-3df7-4e76-8996-3254771b7587,"posted 2020 and yet none responded, i would still rate it as one star app because it caused my account suspended for no reason after major maintenance, my business registered number became invalid, i cant reach any human for assistance, whoever reading this please do not subscribe anything from this company, i am looking for alternative providers",1.0,2026-04-22 04:15:15,play_store,MyUnifi,"posted 2020 and yet none responded, i would still rate it as one star app because it caused my account suspended for no reason after major maintenance, my business registered number became invalid, i cant reach any human for assistance, whoever reading this please do not subscribe anything from this company, i am looking for alternative providers",57,en
073e43f6-1f85-4d4f-ac46-c4f572bd1b9e,"Most of this app is only used for billing , now just too many ads. Just make one-and-done payment and easy access to the account. Too messy and downright upgrade from the last update. And the 5 ★ kinda fake tbh app is working bare minimum please fix it.",1.0,2026-04-21 09:21:22,play_store,MyUnifi,"Most of this app is only used for billing , now just too many ads. Just make one-and-done payment and easy access to the account. Too messy and downright upgrade from the last update. And the 5 ★ kinda fake tbh app is working bare minimum please fix it.",49,en
95f25e03-2d2a-4850-812a-b0f394c6c30e,"totally no recommended , bad app and bad service in Batu Pahat station !",1.0,2026-04-21 05:07:52,play_store,MyUnifi,"totally no recommended , bad app and bad service in Batu Pahat station !",14,en
c3f1acd2-56fd-4c91-bddc-33ad4eb64f9e,"It's the CelcomDigi mess all over again. They took months to fix a catastrophic app, and nobody ever apologised for their obvious incompetence. Now Unifi has a new app that asks me to register my account again, then doesn't recognise my account, and then denies me the possibility to get help because I don't have an account. Will the company ever apologise? Of course not.",1.0,2026-04-20 16:27:54,play_store,MyUnifi,"It's the CelcomDigi mess all over again. They took months to fix a catastrophic app, and nobody ever apologised for their obvious incompetence. Now Unifi has a new app that asks me to register my account again, then doesn't recognise my account, and then denies me the possibility to get help because I don't have an account. Will the company ever apologise? Of course not.",65,en
e1940fe9-cc11-48eb-9893-382c27744b8e,"apa benda korang buat apps dulu 1apps boleh bayar semua akaun dlm 1 transaksi. skrg dh tak boleh. patut benda ni upgrade, bukan downgrade,menyusahkan je aku nk kena bayar bil 1per1 . amende lah!!",1.0,2026-04-20 15:03:37,play_store,MyUnifi,"apa benda korang buat apps dulu 1apps boleh bayar semua akaun dlm 1 transaksi. skrg dh tak boleh. patut benda ni upgrade, bukan downgrade,menyusahkan je aku nk kena bayar bil 1per1 . amende lah!!",34,id
ec834e1f-c2ba-414b-92a5-beacbd143375,"apsl makin teruk unifi app update .. ptt update baru makin bagus , ni tak bil2 semua hilang ..",1.0,2026-04-20 12:54:31,play_store,MyUnifi,"apsl makin teruk unifi app update .. ptt update baru makin bagus , ni tak bil2 semua hilang ..",19,id
62572290-6928-49b9-9613-031188efa615,"Dear unifi. WHAT IS YOUR PROBLEM?!! Recent update has cause me A LOT OF INCONVENIENCE AND TROUBLE. I CANNOT LOGIN TO MY ACCOUNT . IT BROUGHT ME TO RE-REGISTER NEW ACCOUNT JUST TO MAKE ME SEE NOTHING?? AN EMPTY ACCOUNT. WITHOUT ACCESS TO ANY BILLS. SERIOUSLY UNIFI?? OHH.. BTW THE WORST YET. LINE DISRUPTION WITHOUT NOTICE ?!!! HELLOO UNIFI?!! YOU GIVING THIS KIND OF SERVICE TO US, YOUR CUSTOMER.!! YOU UNIFI ARE REALLYYYYY HORRIBLE !!!!!!",1.0,2026-04-20 11:32:25,play_store,MyUnifi,"Dear unifi. WHAT IS YOUR PROBLEM?!! Recent update has cause me A LOT OF INCONVENIENCE AND TROUBLE. I CANNOT LOGIN TO MY ACCOUNT . IT BROUGHT ME TO RE-REGISTER NEW ACCOUNT JUST TO MAKE ME SEE NOTHING?? AN EMPTY ACCOUNT. WITHOUT ACCESS TO ANY BILLS. SERIOUSLY UNIFI?? OHH.. BTW THE WORST YET. LINE DISRUPTION WITHOUT NOTICE ?!! HELLOO UNIFI?!! YOU GIVING THIS KIND OF SERVICE TO US, YOUR CUSTOMER.!! YOU UNIFI ARE REALLYY HORRIBLE !!",75,en
a86d8113-6c35-47fa-9ae7-70ecc34552a4,Everytime I put otp code it said code expired.,1.0,2026-04-20 10:53:01,play_store,MyUnifi,Everytime I put otp code it said code expired.,9,en
edaf0d77-3e17-41da-8502-054f39ed7c7d,keeps forgetting my saved payment info. EXTREMELY irritating 😡😡🤬🤬,1.0,2026-04-20 03:48:54,play_store,MyUnifi,keeps forgetting my saved payment info. EXTREMELY irritating 😡😡🤬🤬,9,no
b185684c-5fb5-46c3-a0a5-4d795e000e33,"BM - last update mmg hauk..acc deleted, account terus takleh add nak buat pyment.. dah 2 bulan tertunggak.. classic example of tikus membaiki labu.. dah macam2 cara try.. ENGLISH - stupid/moron/a-hole tried to repair once a working app",1.0,2026-04-19 23:27:38,play_store,MyUnifi,"BM - last update mmg hauk..acc deleted, account terus takleh add nak buat pyment.. dah 2 bulan tertunggak.. classic example of tikus membaiki labu.. dah macam2 cara try.. ENGLISH - stupid/moron/a-hole tried to repair once a working app",38,id
d96726cf-9566-4133-bdea-b0f5299969d5,"Every time I open this app, gotta update. How many updates do you have to make every year? Every time update gotta re-login, I check remember me option, still gotta login. So much hassle.",1.0,2026-04-19 04:52:07,play_store,MyUnifi,"Every time I open this app, gotta update. How many updates do you have to make every year? Every time update gotta re-login, I check remember me option, still gotta login. So much hassle.",34,en
5e5f12c7-648d-4b51-be2b-b34ba1f0c642,interesting n useful updates. Thank you,5.0,2026-04-17 09:55:09,play_store,MyUnifi,interesting n useful updates. Thank you,6,en
bad3b339-7e37-45db-adca-553a843c1562,"KENAPA KENA REGISTER SEKALI LAGI?MAKIN MENGARUT LA UNIFI..AKU NI CUSTOMER DAH PULUH TAHUN DAH.ADA AKAUN BAGAI BILA SURUH MASUKKAN EMAIL,DISURUHNYA REGISTER BALIK",1.0,2026-04-17 06:38:54,play_store,MyUnifi,"KENAPA KENA REGISTER SEKALI LAGI?MAKIN MENGARUT LA UNIFI..AKU NI CUSTOMER DAH PULUH TAHUN DAH.ADA AKAUN BAGAI BILA SURUH MASUKKAN EMAIL,DISURUHNYA REGISTER BALIK",22,de
889109b0-bfed-40c2-b973-2686acaee2d7,berapa kali nk update pon aku tak tau lah inifi ni,1.0,2026-04-17 05:40:07,play_store,MyUnifi,berapa kali nk update pon aku tak tau lah inifi ni,11,id
a8d856d1-8e75-4b29-ab0b-dc8ff81ebcc4,V4.39. trash. Can't login still. Keeps looping. Issues began from v4.33. just updated 16/4. can't find/link my account. useless updates. already tried the standard clear cache etc as recommended by unifi. useless. app support email address bounced back. also useless.,1.0,2026-04-17 05:02:13,play_store,MyUnifi,V4.39. trash. Can't login still. Keeps looping. Issues began from v4.33. just updated 16/4. can't find/link my account. useless updates. already tried the standard clear cache etc as recommended by unifi. useless. app support email address bounced back. also useless.,40,en
fbb7528e-1e74-46ca-8ba1-63e5a96c8423,Very convenient and easy to use,5.0,2026-04-17 04:56:00,play_store,MyUnifi,Very convenient and easy to use,6,en
c1a200e5-2ed9-41cc-b183-bdc8f470717e,"After the update, my broadband account is no more there. Tried to link account also cannot. Why Unifi keep on changing & updating and always got problem on the apps. Frustrating!",1.0,2026-04-17 01:07:36,play_store,MyUnifi,"After the update, my broadband account is no more there. Tried to link account also cannot. Why Unifi keep on changing & updating and always got problem on the apps. Frustrating!",31,en
beae2277-719e-4816-8638-06c4db58ac70,Account cannot linked. too many re enter number still cant manage. so disappointed.,1.0,2026-04-17 00:46:38,play_store,MyUnifi,Account cannot linked. too many re enter number still cant manage. so disappointed.,13,en
fc9bc12d-1676-4feb-ab1f-c69dba6fd3dc,"makin update makin barai, buat app buat denyut, tak tahu developer amek barang apa",1.0,2026-04-17 00:40:10,play_store,MyUnifi,"makin update makin barai, buat app buat denyut, tak tahu developer amek barang apa",14,id
1a6a414c-ac53-4f96-84d1-7369ea821b3d,"After update the app, my account doesn't appear. I try to link my account but it failed.",2.0,2026-04-17 00:15:36,play_store,MyUnifi,"After update the app, my account doesn't appear. I try to link my account but it failed.",17,en
0b54f940-3c9a-4f29-83b7-7f92f1e3b87d,"Stupid whoever the developer for this apps. Why do I need to linkmy account when Unifi already have all the details. Don't how to develop an apps just simply send your pogrammer to take a short course on how develop an apps. If unifi use a vendor to develop this apps please don't use third party companies. Apps is develop to help your user to ease their use. Not to add more unnecessary pressure of using them. Don't know learn. Syabas, MyTnb, you can ask your programmer to learn from this apps.",1.0,2026-04-16 23:56:21,play_store,MyUnifi,"Stupid whoever the developer for this apps. Why do I need to linkmy account when Unifi already have all the details. Don't how to develop an apps just simply send your pogrammer to take a short course on how develop an apps. If unifi use a vendor to develop this apps please don't use third party companies. Apps is develop to help your user to ease their use. Not to add more unnecessary pressure of using them. Don't know learn. Syabas, MyTnb, you can ask your programmer to learn from this apps.",92,en
f7912ac2-3b59-4ef7-8d6a-388d2886b7d9,"You must verify,but cant link my account even put correct nickname and account number..... whoever create this apps is mediocore developer, hire someoneelse la Tmnet",1.0,2026-04-16 23:06:21,play_store,MyUnifi,"You must verify,but cant link my account even put correct nickname and account number.. whoever create this apps is mediocore developer, hire someoneelse la Tmnet",25,en
6c0f6d46-72fe-4e96-a449-0159a07bd1a0,can't link my account after update.,1.0,2026-04-16 22:35:01,play_store,MyUnifi,can't link my account after update.,6,en
da170530-19f4-45e6-9c4b-49919450ed56,"i just want to pay my bill like always, why recent update cannot link my account.. uninstall and install didnt solve the problem.. what a frustrating app",1.0,2026-04-16 22:18:59,play_store,MyUnifi,"i just want to pay my bill like always, why recent update cannot link my account.. uninstall and install didnt solve the problem.. what a frustrating app",27,en
0a9fe54f-4540-4466-861f-5cfae5dae445,can't even link to my account after update,1.0,2026-04-16 19:54:39,play_store,MyUnifi,can't even link to my account after update,8,en
b191a5f6-8886-447c-8879-ebbfffd5bb9d,lepas update tidak dapat login ..macam sial,1.0,2026-04-16 19:14:33,play_store,MyUnifi,lepas update tidak dapat login ..macam sial,7,id
7ccf3514-c2c3-4409-8600-3ffb5acec4af,"paying monthly even though I don't use it anymore just because I have 2 years f contract. looking for change of ownership until January 2027, free April month",1.0,2026-04-16 16:17:38,play_store,MyUnifi,"paying monthly even though I don't use it anymore just because I have 2 years f contract. looking for change of ownership until January 2027, free April month",28,en
637fb992-2257-4ee5-aab1-2ed7867c2d9c,Penat betul aku dgn app ni. Every month kena update. Lepas update hilang pula datanya. Tau tak menyusahkan. bulan2 ya kena update.,1.0,2026-04-16 14:12:59,play_store,MyUnifi,Penat betul aku dgn app ni. Every month kena update. Lepas update hilang pula datanya. Tau tak menyusahkan. bulan2 ya kena update.,22,id
ef3bdbb0-919e-448c-8218-9aa20123f1b5,"You forced me to use this app to pay my bills. I only use this to pay my bills, once a month. Yet every single month the app force me to update and ask me to turn on location. TM you are not HIM, please stop trying",1.0,2026-04-16 03:00:12,play_store,MyUnifi,"You forced me to use this app to pay my bills. I only use this to pay my bills, once a month. Yet every single month the app force me to update and ask me to turn on location. TM you are not HIM, please stop trying",47,en
2f2a7880-8c81-4a5b-8975-954bd3874ff7,cannot be used. did not show bill and account.,1.0,2026-04-16 02:49:36,play_store,MyUnifi,cannot be used. did not show bill and account.,9,en
1a60665f-2f7e-4492-93b3-ad5310a13268,Not user friendly..unable to create a ticket or case..Porr service by TM,1.0,2026-04-16 02:30:51,play_store,MyUnifi,Not user friendly..unable to create a ticket or case..Porr service by TM,12,en
8e7e3e5e-4211-4bf7-974a-e319a039ffb3,"servis yang sangat teruk, setelah update langsung tak boleh log in, ic dah betul, email dah betul, nak apa lagi? kenapa buat benda yang menyusahkan orang?.. dah call TM buat aduan pun tak selesai masalah, apa cerita? dah beratus kali dah try log in, log out.. akaun tak muncul2, try add akaun pun tak boleh",1.0,2026-04-16 02:21:28,play_store,MyUnifi,"servis yang sangat teruk, setelah update langsung tak boleh log in, ic dah betul, email dah betul, nak apa lagi? kenapa buat benda yang menyusahkan orang?.. dah call TM buat aduan pun tak selesai masalah, apa cerita? dah beratus kali dah try log in, log out.. akaun tak muncul2, try add akaun pun tak boleh",55,id
27fb4b30-0fa7-4235-9e84-9ad5a28cf377,"very bad..hampir setiap kali bukak app, kena update..smlm bukak, dh update..arini bukak, update lg..dh la asyik problem je..nkn ni saja dh 2 mggu xde internet..bayar tetap sama..service mcm haram jadah..mmg kena tukar services lain..unifi sampah..",1.0,2026-04-16 00:34:26,play_store,MyUnifi,"very bad..hampir setiap kali bukak app, kena update..smlm bukak, dh update..arini bukak, update lg..dh la asyik problem je..nkn ni saja dh 2 mggu xde internet..bayar tetap sama..service mcm haram jadah..mmg kena tukar services lain..unifi sampah..",35,id
0a776fde-4568-472f-aaa3-5b00204c4a5d,"unifi apps often asked to update, please do something, this is very troublesome. so annoying",1.0,2026-04-15 22:00:16,play_store,MyUnifi,"unifi apps often asked to update, please do something, this is very troublesome. so annoying",15,en
a6fa5c3d-72c0-465f-bae6-a9cc84606038,"Everytime opened up the apps, it need an update",1.0,2026-04-15 08:30:27,play_store,MyUnifi,"Everytime opened up the apps, it need an update",9,en
23de5897-6c05-413f-ab85-44efd5c943bb,lousy app. want to terminate account also so damn difficult. pretty sure this is illegal that you can't terminate account. tm should be sued for this.,1.0,2026-04-15 01:03:06,play_store,MyUnifi,lousy app. want to terminate account also so damn difficult. pretty sure this is illegal that you can't terminate account. tm should be sued for this.,26,en
92ec4d36-bd3a-4afa-859e-f1225248ef97,I am trying to relocate using apps but error keeps popping out. Your Street type is not functioning,1.0,2026-04-15 00:31:35,play_store,MyUnifi,I am trying to relocate using apps but error keeps popping out. Your Street type is not functioning,18,en
cf105773-a50c-4e9e-9faf-b05afda2d6d0,Apps is much better now. Easy to view bill for home and mobile. Very easy to navigate.,5.0,2026-04-14 23:16:34,play_store,MyUnifi,Apps is much better now. Easy to view bill for home and mobile. Very easy to navigate.,17,en
